Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search and Set available Owned Cars by Owner,,,2019-02-21 11:08:59,2019-02-21 11:18:48,9m - 49.441s,FAILED
,,,,,,
Test Cases/Mobile/Android/User/SC99 Regression/TC04 Login with email,,,2019-02-21 11:09:00,2019-02-21 11:11:11,2m - 11.325s,PASSED
"startApplication(""C:\Users\WGS-LAP151\Downloads\Movic_1.2.0_2019-02-04-stable-debug.apk"", false)",,Open apps on phone,2019-02-21 11:09:02,2019-02-21 11:10:25,1m - 23.430s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView2 - English""), 0)",,,2019-02-21 11:10:25,2019-02-21 11:10:31,6.074s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.ImageView4""), 0)",,Tap button next,2019-02-21 11:10:31,2019-02-21 11:10:33,1.854s,PASSED
for (def index : (1..2)),,Tap button arrow next untuk baca tutorial,2019-02-21 11:10:33,2019-02-21 11:10:38,5.057s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView2 - Skip""), 0)",,Tap button skip,2019-02-21 11:10:38,2019-02-21 11:10:41,2.771s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView0 - Log in""), 0)",,Tap button login,2019-02-21 11:10:41,2019-02-21 11:10:43,2.502s,PASSED
"setText(findTestObject(""Mobile/OR Login/android.widget.EditText0""), ""nansulaiman5@gmail.com"", 0)",,Input email user,2019-02-21 11:10:43,2019-02-21 11:10:45,1.921s,PASSED
"tap(findTestObject(""Mobile/OR Login 2/android.widget.Button0 - Lanjutkan 03""), 0)",,Tap tombol lanjutkan seharusnya next Eng,2019-02-21 11:10:45,2019-02-21 11:10:48,2.825s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-21 11:10:48,2019-02-21 11:10:53,5.133s,PASSED
"setText(findTestObject(""Mobile/OR Login 2/android.widget.EditText0 - field password""), ""password8"", 0)",,Input password user,2019-02-21 11:10:53,2019-02-21 11:10:54,0.999s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-21 11:10:54,2019-02-21 11:10:59,5.010s,PASSED
hideKeyboard(),,Hide keyboard on phone,2019-02-21 11:10:59,2019-02-21 11:11:02,2.936s,PASSED
"tap(findTestObject(""Mobile/OR Login 2/android.widget.Button0 - Start Movic 01""), 0)",,Submit form dan redirect ke homepage,2019-02-21 11:11:02,2019-02-21 11:11:06,4.016s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-21 11:11:06,2019-02-21 11:11:11,5.038s,PASSED
,,,,,,
Test Cases/Mobile/Android/Product/SC99 Regression/TC02 Search Car - My Cars,,,2019-02-21 11:11:11,2019-02-21 11:18:34,7m - 23.069s,FAILED
"callTestCase(findTestCase(""Mobile/Android/User/SC99 Regression/TC04 Login with email""), [:], STOP_ON_FAILURE)",,Call test case login,2019-02-21 11:11:12,2019-02-21 11:11:12,0.004s,NOT_RUN
"tap(findTestObject(""Mobile/OR Product/android.widget.Tab - My Cars""), 0)",,Tap tab my cars,2019-02-21 11:11:12,2019-02-21 11:11:38,26.443s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-21 11:11:38,2019-02-21 11:11:43,5.015s,PASSED
"setText(findTestObject(""Mobile/OR Product/android.widget.EditText0 - Search car""), ""daihatsu"", 0)",,Mencari car by name,2019-02-21 11:11:44,2019-02-21 11:16:45,5m - 1.833s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-21 11:16:45,2019-02-21 11:16:50,5.075s,PASSED
"tap(findTestObject(""Mobile/OR Product/android.widget.ImageView6""), 0)",,Tap button search,2019-02-21 11:16:50,2019-02-21 11:18:34,1m - 43.987s,FAILED
,,,,,,
Test Cases/Mobile/Android/Product/SC99 Regression/TC09 Set available - My Cars,,,2019-02-21 11:18:34,2019-02-21 11:18:46,11.891s,ERROR
"callTestCase(findTestCase(""Mobile/Android/Product/SC99 Regression/TC02 Search Car - My Cars""), [:], STOP_ON_FAILURE)",,Call test case search car - my cars,2019-02-21 11:18:35,2019-02-21 11:18:35,0.006s,NOT_RUN
"tap(findTestObject(""Mobile/OR Product/android.widget.Tab - My Cars""), 0)",,Tap tab my cars,2019-02-21 11:18:35,2019-02-21 11:18:35,0.004s,NOT_RUN
"tap(findTestObject(""Mobile/OR Product/android.widget.ImageView9 (1)""), 0)",,Tap icon menu titik 3,2019-02-21 11:18:35,2019-02-21 11:18:46,11.254s,ERROR
