Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search and preview Owned Cars by Owner,,,2018-12-14 15:20:32,2018-12-14 15:23:13,2m - 40.673s,PASSED
,,,,,,
Test Cases/Mobile/Android/User/SC99 Regression/TC04 Login with email,,,2018-12-14 15:20:33,2018-12-14 15:22:07,1m - 33.505s,PASSED
"startApplication(""C:\Users\WGS-LAP199\Downloads\Movic apk\Movic_0.10.0_2018-12-03-staging-debug.apk"", false)",,Open apps on phone,2018-12-14 15:20:35,2018-12-14 15:21:24,49.458s,PASSED
"tap(findTestObject(""Mobile/OR Registrasi/android.widget.ImageView4""), 0)",,Tap button next,2018-12-14 15:21:24,2018-12-14 15:21:29,4.727s,PASSED
for (def index : (1..2)),,Tap button arrow next untuk baca tutorial,2018-12-14 15:21:29,2018-12-14 15:21:34,4.828s,PASSED
"tap(findTestObject(""Mobile/OR Registrasi/android.widget.TextView2 - Skip""), 0)",,Tap button skip,2018-12-14 15:21:34,2018-12-14 15:21:37,3.492s,PASSED
"tap(findTestObject(""Mobile/OR Login/android.widget.TextView0 - Log in""), 0)",,Tap button login,2018-12-14 15:21:37,2018-12-14 15:21:41,3.549s,PASSED
"setText(findTestObject(""Mobile/OR Login/android.widget.EditText0""), ""santi.wahyuni@wgs.co.id"", 0)",,Input email user,2018-12-14 15:21:41,2018-12-14 15:21:42,1.399s,PASSED
"tap(findTestObject(""Mobile/OR Login/android.widget.Button0 - Next""), 0)",,Tap button next,2018-12-14 15:21:42,2018-12-14 15:21:45,2.869s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2018-12-14 15:21:45,2018-12-14 15:21:50,5.094s,PASSED
"setText(findTestObject(""Mobile/OR Login/android.widget.EditText0 (1)""), ""P@ssword123"", 0)",,Input password user,2018-12-14 15:21:50,2018-12-14 15:21:51,1.188s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2018-12-14 15:21:51,2018-12-14 15:21:56,5.008s,PASSED
hideKeyboard(),,Hide keyboard on phone,2018-12-14 15:21:56,2018-12-14 15:21:59,2.081s,PASSED
"tap(findTestObject(""Mobile/OR Login/android.widget.Button0 - Start Movic""), 0)",,Submit form dan redirect ke homepage,2018-12-14 15:21:59,2018-12-14 15:22:02,3.067s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2018-12-14 15:22:02,2018-12-14 15:22:07,5.007s,PASSED
,,,,,,
Test Cases/Mobile/Android/Product/SC99 Regression/TC02 Search Car - My Cars,,,2018-12-14 15:22:07,2018-12-14 15:22:27,19.957s,PASSED
"callTestCase(findTestCase(""Mobile/Android/User/SC99 Regression/TC04 Login with email""), [:], STOP_ON_FAILURE)",,Call test case login,2018-12-14 15:22:07,2018-12-14 15:22:07,0.009s,NOT_RUN
"tap(findTestObject(""Mobile/OR Product/android.widget.Tab - My Cars""), 0)",,Tap tab my cars,2018-12-14 15:22:07,2018-12-14 15:22:09,1.525s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2018-12-14 15:22:09,2018-12-14 15:22:14,5.008s,PASSED
"setText(findTestObject(""Mobile/OR Product/android.widget.EditText0 - Search car""), ""Mitsubishi"", 0)",,Mencari car by name,2018-12-14 15:22:14,2018-12-14 15:22:15,1.677s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2018-12-14 15:22:15,2018-12-14 15:22:20,5.009s,PASSED
"tap(findTestObject(""Mobile/OR Product/android.widget.ImageView6""), 0)",,Tap button search,2018-12-14 15:22:20,2018-12-14 15:22:22,1.158s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2018-12-14 15:22:22,2018-12-14 15:22:27,5.009s,PASSED
,,,,,,
Test Cases/Mobile/Android/Product/SC99 Regression/TC03 Preview - My Cars,,,2018-12-14 15:22:27,2018-12-14 15:23:11,44.057s,PASSED
"callTestCase(findTestCase(""Mobile/Android/Product/SC99 Regression/TC02 Search Car - My Cars""), [:], STOP_ON_FAILURE)",,Call test case search car - my cars,2018-12-14 15:22:27,2018-12-14 15:22:27,0.004s,NOT_RUN
"tap(findTestObject(""Mobile/OR Product/android.widget.Tab - My Cars""), 0)",,Tap tab my cars,2018-12-14 15:22:27,2018-12-14 15:22:27,0.002s,NOT_RUN
"tap(findTestObject(""Mobile/OR Product/android.widget.ImageView9 (1)""), 0)",,Tap icon menu titik 3,2018-12-14 15:22:27,2018-12-14 15:22:29,1.359s,PASSED
"tap(findTestObject(""Mobile/OR Product/android.widget.RelativeLayout1 (1)""), 0)",,Tap button preview,2018-12-14 15:22:29,2018-12-14 15:22:32,3.335s,PASSED
"scrollToText(""Cancellation Policy"", STOP_ON_FAILURE)",,,2018-12-14 15:22:32,2018-12-14 15:23:06,33.797s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2018-12-14 15:23:06,2018-12-14 15:23:11,5.007s,PASSED
