Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Reservation From Click Show More at Section Category Car,,,2019-02-12 16:28:43,2019-02-12 16:44:49,16m - 6.572s,FAILED
,,,,,,
Test Cases/Mobile/Android/User/SC99 Regression/TC04 Login with email,,,2019-02-12 16:28:44,2019-02-12 16:30:35,1m - 51.790s,PASSED
"startApplication(""C:\Users\WGS-LAP151\Downloads\Movic_1.2.0_2019-02-04-stable-debug.apk"", false)",,Open apps on phone,2019-02-12 16:28:45,2019-02-12 16:29:55,1m - 9.325s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView2 - English""), 0)",,,2019-02-12 16:29:55,2019-02-12 16:29:59,3.899s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.ImageView4""), 0)",,Tap button next,2019-02-12 16:29:59,2019-02-12 16:30:02,3.480s,PASSED
for (def index : (1..2)),,Tap button arrow next untuk baca tutorial,2019-02-12 16:30:02,2019-02-12 16:30:05,3.417s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView2 - Skip""), 0)",,Tap button skip,2019-02-12 16:30:05,2019-02-12 16:30:09,3.512s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView0 - Log in""), 0)",,Tap button login,2019-02-12 16:30:09,2019-02-12 16:30:11,1.680s,PASSED
"setText(findTestObject(""Mobile/OR Login/android.widget.EditText0""), ""nansulaiman5@gmail.com"", 0)",,Input email user,2019-02-12 16:30:11,2019-02-12 16:30:12,1.247s,PASSED
"tap(findTestObject(""Mobile/OR Login 2/android.widget.Button0 - Lanjutkan 03""), 0)",,Tap tombol lanjutkan seharusnya next Eng,2019-02-12 16:30:12,2019-02-12 16:30:15,3.399s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-12 16:30:15,2019-02-12 16:30:20,5.163s,PASSED
"setText(findTestObject(""Mobile/OR Login 2/android.widget.EditText0 - field password""), ""password8"", 0)",,Input password user,2019-02-12 16:30:20,2019-02-12 16:30:21,1.038s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-12 16:30:21,2019-02-12 16:30:26,5.013s,PASSED
hideKeyboard(),,Hide keyboard on phone,2019-02-12 16:30:26,2019-02-12 16:30:29,2.636s,PASSED
"tap(findTestObject(""Mobile/OR Login 2/android.widget.Button0 - Start Movic 01""), 0)",,Submit form dan redirect ke homepage,2019-02-12 16:30:29,2019-02-12 16:30:30,1.318s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-12 16:30:30,2019-02-12 16:30:35,5.012s,PASSED
,,,,,,
Test Cases/Mobile/Android/Homepage/SC99 Regression/TC22 Show List Car By Show More Car Categories,,,2019-02-12 16:30:36,2019-02-12 16:31:06,29.140s,PASSED
"callTestCase(findTestCase(""Mobile/Android/User/SC99 Regression/TC04 Login with email""), [:], STOP_ON_FAILURE)",,Call test case login,2019-02-12 16:30:38,2019-02-12 16:30:38,0.005s,NOT_RUN
"scrollToText(""Search by Car Categories"", STOP_ON_FAILURE)",,Scroll ke part search by car categories,2019-02-12 16:30:38,2019-02-12 16:30:47,9.006s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/android.widget.TextView12 - Show more""), 0)",,Show more car categories,2019-02-12 16:30:47,2019-02-12 16:30:50,3.572s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-12 16:30:50,2019-02-12 16:30:55,5.015s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/android.view.View1""), 0)",,Select car categories,2019-02-12 16:30:55,2019-02-12 16:30:57,1.787s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/android.widget.ImageView11""), 0)",,Select car,2019-02-12 16:30:57,2019-02-12 16:31:01,3.582s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-12 16:31:01,2019-02-12 16:31:06,5.009s,PASSED
,,,,,,
Test Cases/Mobile/Android/Booking/SC99 Regression/TC15 Select car from list cars,,,2019-02-12 16:31:06,2019-02-12 16:32:52,1m - 46.847s,FAILED
"callTestCase(findTestCase(""Mobile/Android/Homepage/SC99 Regression/TC01 Search car use search bar rental city atau region""), [:], STOP_ON_FAILURE)",,Call test case search car use search bar renal city atau region,2019-02-12 16:31:06,2019-02-12 16:31:06,0.005s,NOT_RUN
"tap(findTestObject(""Mobile/OR Booking/android.support.v4.view.ViewPager0""), 0)",,Select car yang ada di list of cars,2019-02-12 16:31:06,2019-02-12 16:31:06,0.006s,NOT_RUN
"tap(findTestObject(""Mobile/OR Booking/android.widget.Button0 - Check Packages""), 0)",,Check packages,2019-02-12 16:31:06,2019-02-12 16:31:07,0.494s,PASSED
"tap(findTestObject(""Mobile/OR Booking/android.widget.Button1 - Book Now""), 0)",,Membuat reservasi,2019-02-12 16:31:07,2019-02-12 16:32:52,1m - 45.672s,FAILED
,,,,,,
Test Cases/Mobile/Android/Booking/SC99 Regression/TC09 Rules,,,2019-02-12 16:32:52,2019-02-12 16:35:09,2m - 16.926s,FAILED
"callTestCase(findTestCase(""Mobile/Android/Booking/SC99 Regression/TC15 Select car from list cars""), [:], STOP_ON_FAILURE)",,Call test case select car from list cars,2019-02-12 16:32:53,2019-02-12 16:32:53,0.003s,NOT_RUN
"tap(findTestObject(""Mobile/OR Booking/android.widget.TextView - CANCELLATION POLICY""), 0)",,Menampilkan informasi yang ada di tab cancellation policy,2019-02-12 16:32:53,2019-02-12 16:35:09,2m - 16.119s,FAILED
,,,,,,
Test Cases/Mobile/Android/Payment/SC99 Regression/TC01 Pay - Payment,,,2019-02-12 16:35:10,2019-02-12 16:38:28,3m - 17.589s,FAILED
"callTestCase(findTestCase(""Mobile/Android/Booking/SC99 Regression/TC09 Rules""), [:], STOP_ON_FAILURE)",,Call test case rules,2019-02-12 16:35:31,2019-02-12 16:35:31,0.007s,NOT_RUN
"tap(findTestObject(""Mobile/OR Payment/android.widget.ImageView2""), 0)",,,2019-02-12 16:35:31,2019-02-12 16:35:31,0.011s,NOT_RUN
"tap(findTestObject(""Mobile/OR Payment/android.widget.Button1 - Pay""), 0)",,Mulai melakukan pembayaran,2019-02-12 16:35:31,2019-02-12 16:38:27,2m - 56.303s,FAILED
,,,,,,
Test Cases/Mobile/Android/Payment/SC99 Regression/TC04 Select payment method,,,2019-02-12 16:38:30,2019-02-12 16:41:35,3m - 4.877s,FAILED
"callTestCase(findTestCase(""Mobile/Android/Payment/SC99 Regression/TC01 Pay - Payment""), [:], STOP_ON_FAILURE)",,Call test case pay - payment,2019-02-12 16:38:59,2019-02-12 16:38:59,0.016s,NOT_RUN
"tap(findTestObject(""Mobile/OR Payment/android.widget.FrameLayout3""), 0)",,Menampilkan option payment,2019-02-12 16:38:59,2019-02-12 16:41:29,2m - 30.509s,FAILED
,,,,,,
Test Cases/Mobile/Android/Payment/SC99 Regression/TC05 Credit card payment,,,2019-02-12 16:41:57,2019-02-12 16:44:33,2m - 36.153s,FAILED
"callTestCase(findTestCase(""Mobile/Android/Payment/SC99 Regression/TC04 Select payment method""), [:], STOP_ON_FAILURE)",,Call test case select payment method,2019-02-12 16:42:17,2019-02-12 16:42:17,0.003s,NOT_RUN
"tap(findTestObject(""Mobile/OR Payment/android.widget.FrameLayout3 (1)""), 0)",,Pilih metode pembayaran credit card,2019-02-12 16:42:17,2019-02-12 16:44:17,1m - 59.756s,FAILED
