Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Reservation From Click Show More at Section Category Car,,,2019-02-15 13:45:32,2019-02-15 13:52:20,6m - 47.488s,FAILED
,,,,,,
Test Cases/Mobile/Android/User/SC99 Regression/TC04 Login with email,,,2019-02-15 13:45:33,2019-02-15 13:49:30,3m - 56.596s,PASSED
"startApplication(""C:\Users\WGS-LAP151\Downloads\Movic_1.2.0_2019-02-04-stable-debug.apk"", false)",,Open apps on phone,2019-02-15 13:45:34,2019-02-15 13:48:31,2m - 56.998s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView2 - English""), 0)",,,2019-02-15 13:48:31,2019-02-15 13:48:37,5.892s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.ImageView4""), 0)",,Tap button next,2019-02-15 13:48:37,2019-02-15 13:48:40,2.979s,PASSED
for (def index : (1..2)),,Tap button arrow next untuk baca tutorial,2019-02-15 13:48:40,2019-02-15 13:48:46,5.322s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView2 - Skip""), 0)",,Tap button skip,2019-02-15 13:48:46,2019-02-15 13:48:49,3.625s,PASSED
"tap(findTestObject(""Mobile/OR Homepage/OBJ-Login/android.widget.TextView0 - Log in""), 0)",,Tap button login,2019-02-15 13:48:49,2019-02-15 13:48:56,6.343s,PASSED
"setText(findTestObject(""Mobile/OR Login/android.widget.EditText0""), ""nansulaiman5@gmail.com"", 0)",,Input email user,2019-02-15 13:48:56,2019-02-15 13:49:00,4.856s,PASSED
"tap(findTestObject(""Mobile/OR Login 2/android.widget.Button0 - Lanjutkan 03""), 0)",,Tap tombol lanjutkan seharusnya next Eng,2019-02-15 13:49:00,2019-02-15 13:49:04,3.702s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-15 13:49:04,2019-02-15 13:49:09,5.138s,PASSED
"setText(findTestObject(""Mobile/OR Login 2/android.widget.EditText0 - field password""), ""password8"", 0)",,Input password user,2019-02-15 13:49:09,2019-02-15 13:49:11,1.961s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-15 13:49:11,2019-02-15 13:49:16,5.003s,PASSED
hideKeyboard(),,Hide keyboard on phone,2019-02-15 13:49:16,2019-02-15 13:49:22,5.557s,PASSED
"tap(findTestObject(""Mobile/OR Login 2/android.widget.Button0 - Start Movic 01""), 0)",,Submit form dan redirect ke homepage,2019-02-15 13:49:22,2019-02-15 13:49:25,2.740s,PASSED
"delay(findTestData(""Delay Step"").getValue(1, 2), STOP_ON_FAILURE)",,,2019-02-15 13:49:25,2019-02-15 13:49:30,5.008s,PASSED
,,,,,,
Test Cases/Mobile/Android/Homepage/SC99 Regression/TC22 Show List Car By Show More Car Categories,,,2019-02-15 13:49:30,2019-02-15 13:49:37,7.276s,FAILED
